career,profile
Marketing Communications Manager,"Marketing Communications Manager
nan
nan"
Marketing Communications Manager,"Marketing Communications Manager
nan
nan"
Marketing Communications Manager,"Marketing Communications Manager
nan
nan"
Marketing Communications Manager,"Marketing Communications Manager
nan
nan"
Marketing Communications Manager,"Marketing Communications Manager
nan
nan"
Marketing Communications Manager,"Marketing Communications Manager
nan
nan"
Marketing Communications Manager,"Marketing Communications Manager
nan
nan"
Marketing Communications Manager,"Marketing Communications Manager
nan
Good working environment,Competitive salary,BPJS and allowance"
Talent Acquisition Manager,"Talent Acquisition Manager
Job Responsibilities: Develop recruitment strategies and hiring plans Develop employer branding initiatives Involve in other HR projects Requirements:...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Involving in the Company manpower budgeting process Building the talent pool Identifying the Talent Acquisition strategies for the Company Identifying...
join a fast growing company"
Talent Acquisition Manager,"Talent Acquisition Manager
Talent Acquisition Manager will report to the Head of Talent Acquisition and will help us scale our hiring practices and grow, develop, coach and lead...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Job Descriptions:About the role:We understand that good quality employees start from proper selections, and to ensure that for the long haul, we are...
Medical / Health Insurance,Networking,Flexitime"
Talent Acquisition Manager,"Talent Acquisition Manager
Job Role Lead the Talent Acquisition team regarding all recruitment processes, people development, employee engagement, employee &amp; employer...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Job Responsibilities: Provide an efficient and high-touch experience for every candidate from application stage to offer. Evaluate skill level, and...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Talent Acquisition Manager,"Talent Acquisition Manager
Lead the process of sourcing, attracting, recruiting, interviewing, and on-boarding employees to the organization Develop a sustainable talent...
nan"
Security Engineer,"Security Engineer
Job Description Implement security solutions, such as DLP, PAM, IAM, MDM, MAM, Sandbox, EPP, EDR, and MTD (Microsoft, Onelogin, Kaspersky, Trend...
nan"
Security Engineer,"Security Engineer
Requirements: Candidate must possess at least a Bachelor’s Degree, Engineering (Computer/Telecommunication) or equivalent. Able work well in under...
nan"
Security Engineer,"Security Engineer
Job Description Implement security solutions, such as DLP, PAM, IAM, MDM, MAM, Sandbox, EPP, EDR, and MTD (Microsoft, Onelogin, Kaspersky, Trend...
nan"
Security Engineer,"Security Engineer
Responsibility  Support project implementation &amp; documentation Requirements  Minimum Diploma/Bachelor Degree from Informatics Engineering,...
nan"
Security Engineer,"Security Engineer
-	Minimum S1 from Computer Science-	Willing to be employment contracted-	SIEM (ELK and Splunk/Elastic Security/AlienVault/QRadarArcSight)-	Malware...
nan"
Security Engineer,"Security Engineer
Job Description Implement security solutions, such as DLP, PAM, IAM, MDM, MAM, Sandbox, EPP, EDR, and MTD (Microsoft, Onelogin, Kaspersky, Trend...
nan"
Security Engineer,"Security Engineer
-	Minimum S1 from Computer Science-	Willing to be employment contracted-	Minimum 1+ Years' experience in Security Operation Centre (SOC) with SIEMs...
nan"
Security Engineer,"Security Engineer
Responsibility  Support project implementation &amp; documentation Requirements  Minimum Diploma/Bachelor Degree from Informatics Engineering,...
nan"
Security Engineer,"Security Engineer
Job Description: Troubleshooting and reporting day to day in client site Able to demonstrate technical knowledge for Next-Generation Firewall for...
nan"
Security Engineer,"Security Engineer
Job Description Implement security solutions, such as DLP, PAM, IAM, MDM, MAM, Sandbox, EPP, EDR, and MTD (Microsoft, Onelogin, Kaspersky, Trend...
nan"
Security Engineer,"Security Engineer
Job Description: Troubleshooting and reporting day to day in client site Able to demonstrate technical knowledge for Next-Generation Firewall for...
nan"
Security Engineer,"Security Engineer
Requirements: Candidate must possess at least a Bachelor’s Degree, Engineering (Computer/Telecommunication) or equivalent. Able work well in under...
nan"
Security Engineer,"Security Engineer
Responsibility  Support project implementation &amp; documentation Requirements  Minimum Diploma/Bachelor Degree from Informatics Engineering,...
nan"
Security Engineer,"Security Engineer
Qualification Fresh Graduate dipersilahkan untuk melamar Mampu mendeteksi gangguan jaringan (Network Security) Memiliki kemampuan problem solving yang...
nan"
Security Engineer,"Security Engineer
Responsibilities: Report possible threats or software issues Understand software, hardware and internet needs while adjusting them according to our...
nan"
Security Engineer,"Security Engineer
Requirements: Candidate must possess at least a Bachelor’s Degree, Engineering (Computer/Telecommunication) or equivalent. Able work well in under...
nan"
Security Engineer,"Security Engineer
Responsibility  Support project implementation &amp; documentation Requirements  Minimum Diploma/Bachelor Degree from Informatics Engineering,...
nan"
Security Engineer,"Security Engineer
Qualification Fresh Graduate dipersilahkan untuk melamar Mampu mendeteksi gangguan jaringan (Network Security) Memiliki kemampuan problem solving yang...
nan"
Security Engineer,"Security Engineer
Requirements: Candidate must possess at least a Bachelor’s Degree, Engineering (Computer/Telecommunication) or equivalent. Able work well in under...
nan"
Security Engineer,"Security Engineer
Responsibilities: Report possible threats or software issues Understand software, hardware and internet needs while adjusting them according to our...
nan"
Talent Acquisition,"Talent Acquisition
Responsibilities: Ensure company needs are filled in a timely manner, and that the company maintains a robust pipeline of qualified candidates....
nan"
Talent Acquisition,"Talent Acquisition
Responsibilities : Do the end-to-end recruitment process from sourcing, screening, interview, psikotest/ skill test, offering and to the agreement...
nan"
Talent Acquisition,"Talent Acquisition
Coordinate with hiring managers to identify staffing needs Determine selection criteria Source potential candidates through online channels (e.g....
nan"
Talent Acquisition,"Talent Acquisition
IT Recruiter Requirements: A Bachelor's of Science or Human Resources degree. Experience end-to-end recruitment is mandatory Experience handling...
nan"
Talent Acquisition,"Talent Acquisition
Qualifications: Bachelor's Degree in Psychology Experienced at least 4 years in Recruitment / Talent Acquisition Maximal 35 years old, tech savvy and...
nan"
Talent Acquisition,"Talent Acquisition
Crewdibleis an Indonesia-based Startup company, focusing on online fulfillment services. Since 2017, Crewdible has provided multi-channel fulfillment...
nan"
Talent Acquisition,"Talent Acquisition
Responsibilities: Ensure company needs are filled in a timely manner, and that the company maintains a robust pipeline of qualified candidates....
nan"
Talent Acquisition,"Talent Acquisition
Responsibilities: Ensure company needs are filled in a timely manner, and that the company maintains a robust pipeline of qualified candidates....
nan"
Talent Acquisition,"Talent Acquisition
Kualifikasi : Pendidikan min S1 Psikologi Pengalaman kerja min 1 tahun sebagai Talent Acquisition atau Recruitment dari perusahaan ( Food &amp;...
nan"
Talent Acquisition,"Talent Acquisition
Memiliki passion dalam pencarian potensi serta pengembangan talent? Anda lah yang kami cari selama ini! Disini tempat paling tepat jika Anda :...
nan"
Talent Acquisition,"Talent Acquisition
Daily &amp; Monthly Responsibilities: Coordinate with Lead HR to identify staffing needs in different areas and departments Determine selection...
nan"
Talent Acquisition,"Talent Acquisition
Daily &amp; Monthly Responsibilities: Coordinate with Lead HR to identify staffing needs in different areas and departments Determine selection...
nan"
Talent Acquisition,"Talent Acquisition
Daily &amp; Monthly Responsibilities: Coordinate with Lead HR to identify staffing needs in different areas and departments Determine selection...
nan"
Talent Acquisition,"Talent Acquisition
Job Description:  Lead and run the recruitment process involving sourcing, screening, and selection of ideal individuals  Manage the recruiting...
nan"
Talent Acquisition,"Talent Acquisition
About AndalinAs technology advances at a faster pace every day, international trade has become much more borderless and competitive. Andalin is a...
Extensive knowledge in import and export logistic business.,Exposure to high-growth startups supported by reputable investors,High potential to get an Excellent Career."
Talent Acquisition,"Talent Acquisition
RESPONSIBILITIES Coordinate recruitment and selection process and operations; Conduct interviews with job candidates up to manager level; Send...
nan"
Talent Acquisition,"Talent Acquisition
Daily &amp; Monthly Responsibilities: Coordinate with Lead HR to identify staffing needs in different areas and departments Determine selection...
nan"
Talent Acquisition,"Talent Acquisition
Daily &amp; Monthly Responsibilities: Coordinate with Lead HR to identify staffing needs in different areas and departments Determine selection...
nan"
Talent Acquisition,"Talent Acquisition
Company DescriptionBe a Part of Our Global Community!Join the Game!Leader in the development and publishing of games, Gameloft® has established itself...
nan"
Talent Acquisition,"Talent Acquisition
Job Description :•   Develop &amp; maintain strong working relationship with line managers•   Drive end to end recruitment process and ensure both...
nan"
Mobile Application Developer,"Mobile Application Developer
KUALIFIKASI: Umur 24-35 tahun. Minimal S1 Teknik Informatika/komputer. Memahami android studio, MySQL, Java, Javascript, Flutter, Kotlin, Framework,...
nan"
Mobile Application Developer,"Mobile Application Developer
The latest mobile devices and applications are changing the way we communicate, do business, and access news and entertainment. Businesses, consumers...
Attractive Remuneration Package,Professional Team and Challenging Environment,Opportunity to Meet The Big Name Clients"
Mobile Application Developer,"Mobile Application Developer
Persyaratan: S1 Teknologi Informasi Pengalaman kerja IT minimal 1 tahun Usia maksimal 30 tahun Pengalaman dalam penggunaan React Native, web JSON...
nan"
Mobile Application Developer,"Mobile Application Developer
We are looking for a skilled Mobile Application Developer to join our Developer Team.Your Responsible: Build and launch a new Mobile Application...
nan"
Mobile Application Developer,"Mobile Application Developer
Akar Inti Teknologi sedang mencari “Mobile Application Developer” dengan kualifikasi dan detil pekerjaan sebagai berikut:Kualifikasi: Berpengalaman...
nan"
Mobile Application Developer,"Mobile Application Developer
MOBILE DEVELOPER (JAKARTA) [50349] COMPANY CATEGORY :ITJOB SUMMARY : Support the entire application lifecycle (concept, design, test, release and...
nan"
Mobile Application Developer,"Mobile Application Developer
We are looking for a skilled Mobile Application Developer to join our Developer Team.Your Responsible: Build and launch a new Mobile Application...
nan"
Mobile Application Developer,"Mobile Application Developer
The latest mobile devices and applications are changing the way we communicate, do business, and access news and entertainment. Businesses, consumers...
Attractive Remuneration Package,Professional Team and Challenging Environment,Opportunity to Meet The Big Name Clients"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
We are looking for a skilled Mobile Application Developer to join our Developer Team.Your Responsible: Build and launch a new Mobile Application...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Candidate must process at least a Bachelor’s Degree IT or equivalent At least 2 years of experience in iOS/ Android software design &amp; development...
nan"
Mobile Application Developer,"Mobile Application Developer
Bertanggung jawab dalam pengembangan aplikasi mobile sesuai kebutuhan.KUALIFIKASI: Diutamakan yang memiliki pengalaman sebagai Mobile Developer...
nan"
Maintenance Manager,"Maintenance Manager
Pendidikan minimal S1 Teknik Elektro / Mesin Memiliki pengalaman minimal 5 tahun di bidang Maintenance di perusahaan Manufaktur Memahami pengelolaan...
nan"
Maintenance Manager,"Maintenance Manager
Job Description: Coordinate maintenance worker efforts to make sure employer property like Mechanical, Electrical, Refrigerator, Sound system, PABX...
nan"
Maintenance Manager,"Maintenance Manager
1.        Manage, supervise and execute maintenance as well as support activities 24/7 by assisting company site;2.        Conducts safety inspections...
nan"
Maintenance Manager,"Maintenance Manager
Candidates must have bachelor's degree mechatronika major  Maximum Age 35 Having strong communication skill  Have good knowledge in Maintenance   Have...
nan"
Maintenance Manager,"Maintenance Manager
Candidate must possess at least Bachelor's Degree in Engineering (Electrical/Electronic), Engineering (Mechanical) or equivalent. At least 5 Year(s)...
nan"
Maintenance Manager,"Maintenance Manager
Persyaratan: Usia maks. 40 tahun Pendidikan min. S1 Elektro/ Teknik Mesin Pengalaman minimal 5 tahun di bidang yang sama di industri manufacturing...
nan"
Maintenance Manager,"Maintenance Manager
JOB REQUIREMENT1. Outstanding organizational and leadership abilities2. Experience in planning maintenance operations3. Valid certified Maintenance...
nan"
Maintenance Manager,"Maintenance Manager
Mengawasi pelaksanaan pekerjaan – pekerjaan pemeliharaan terhadap seluruh peralatan, proses penggunaan alat sampai dengan utilitasnya Bertanggung...
nan"
Maintenance Manager,"Maintenance Manager
Requirements : Minimum bachelor degree in Mechanical or Electrical engineering Experience as maintenance manager at least 5 years, preferably form...
nan"
Maintenance Manager,"Maintenance Manager
Tugas dan Tanggung jawab :1.      Melakukan perbaikan mesin – mesin2.      Melakukan Project Improvement3.      Melakukan Project efisiensi Opex...
nan"
Maintenance Manager,"Maintenance Manager
Maintenance Manager  Kualifikasi : 1.    Usia minimal 40 tahun.2.    Pendidikan minimal D3 Teknik Mesin.3.    Memiliki keterampilan sebagai pemimpin,...
nan"
Maintenance Manager,"Maintenance Manager
Job Description Analyse maintenance requirement based on each asset type and DCI's requirement (Effectiveness, Efficiency &amp; 0 waste) Develop...
nan"
Maintenance Manager,"Maintenance Manager
Persyaratan : Pendidikan Minim. D3 Teknik Manufacturing Building Material Pengalaman Minim. 5 thn di bidang Industri Manufacturing Building Material...
nan"
Maintenance Manager,"Maintenance Manager
Main Responsibilities Planning &amp; organizing maintenance activities. Maintain safe and clean working environment. Provide maintenance information...
nan"
Maintenance Manager,"Maintenance Manager
Main Responsibilities Planning &amp; organizing maintenance activities. Maintain safe and clean working environment. Provide maintenance information...
nan"
Maintenance Manager,"Maintenance Manager
JOB SUMMARY Manages the maintenance program and asset reliability for the whole site. Assists in the overall safety, administration, management,...
nan"
Maintenance Manager,"Maintenance Manager
Main Responsibilities Planning &amp; organizing maintenance activities. Maintain safe and clean working environment. Provide maintenance information...
nan"
Maintenance Manager,"Maintenance Manager
Deskripsi Pekerjaan Bertanggung jawab terhadap semua mesin produksi ( perawatan dan perbaikan ) Membuat jadwal dan catatan tentang perawatan dan...
nan"
Maintenance Manager,"Maintenance Manager
Main Responsibilities Planning &amp; organizing maintenance activities. Maintain safe and clean working environment. Provide maintenance information...
nan"
Maintenance Manager,"Maintenance Manager
Main Responsibilities Planning &amp; organizing maintenance activities. Maintain safe and clean working environment. Provide maintenance information...
nan"
Therapist,"Therapist
Kualifikasi : Usia maksimal 30 tahun Sehat jasmani dan rohani Rapih, bersih, rajin dan disiplin Jujur, teliti, mau bekerja keras dan ramah Bertanggung...
nan"
Therapist,"Therapist
Kualifikasi : Usia 18-27 tahun Akan diberikan pelatihan bagi yang belum memiliki pengalaman (Training) Memiliki kemampuan berkomunikasi dengan baik...
nan"
Therapist,"Therapist
Deskripsi Pekerjaan: Melakukan massage wajah/Facial Melakukan treatment wajah sesuai dengan kebutuhan klien Melakukan massage badan Kualifikasi:...
nan"
Therapist,"Therapist
Kualifikasi : Usia maksimal 35 tahun Lulusan bidan / perawat / SMK kecantikan Dapat bekerjasama dengan tim Ramah, rajin, jujur dan disiplin...
nan"
Therapist,"Therapist
Persyaratan : Usia maksimal 28 tahun Pendidikan minimal SMK / Sederajat Bersedia ikut training Pengalaman min 1 tahun dibidangnya Pengalaman sebagai...
nan"
Therapist,"Therapist
Jobdesk : Mastering the basics of beauty treatments or facials Able to communicate well, politely and friendly to clients, superiors and coworkers Can...
nan"
Therapist,"Therapist
Kualifikasi : Usia minimal 19 - 28 tahun Pendidikan minimal SMA :diutamakan SMK tata kecantikan atau perawat) Diutamakan domosili kerinci sekitar...
nan"
Therapist,"Therapist
Tanggung Jawab: Menyapa pelanggan yang datang dan memandu mereka dengan memberikan informasi produk dan pelayanan. Melakukan perawatan wajah dan kulit...
nan"
Therapist,"Therapist
Di Butuhkan Terapist WaxingSyarat : Pengalaman kerja minimal 2 tahun Usia Max 35 tahun Berkepribadian baik (Jujur &amp; Tanggung Jawab) Menguasai...
nan"
Therapist,"Therapist
PERSYARATAN : Usia Minimal 20 tahun Pendidikan SMU, Keperawatan  Pengalaman minimal 2 tahun Bisa melakukan Massage Facial / Massage Badan Bersedia...
nan"
Therapist,"Therapist
Deskripsi PekerjaanKualifikasi: Usia Minimal 20 tahun Pengalaman minimal 1 tahun Bisa melakukan Massage Facial / Massage Badan Bersedia mengikuti...
nan"
Therapist,"Therapist
Deskripsi PekerjaanPERSYARATAN : Usia Minimal 20 tahun Bisa melakukan Massage Facial / Massage Badan Bersedia mengikuti Training khusus area pontianak...
nan"
Therapist,"Therapist
Kualifikasi :1. Usia maksimal 35 tahun2. Sehat jasmani dan rohani3. Memiliki kendaraan sendiri untuk mobile4. Berpengalaman di prioritaskan5. Niat...
nan"
Therapist,"Therapist
Deskripsi Pekerjaan Melayani perawatan kulit dan kecantikan sesuai SOP Salon Memberikan service terbaik terhadap pasien Terbiasa melakukan massage /...
nan"
Therapist,"Therapist
PERSYARATAN : Usia Minimal 20 tahun Pendidikan SMU, Keperawatan  Pengalaman minimal 2 tahun Bisa melakukan Massage Facial / Massage Badan Bersedia...
nan"
Therapist,"Therapist
Kualifikasi : usia maksimal 30 tahun Pendidikan minimal SMA/SMK Berpenampilan rapi, sopan dan wangi Disiplin, jujur, cekatan, teliti, Sanggup bekerja...
nan"
Therapist,"Therapist
Kualifikasi: Berpangalaman dalam spa Body treatment Bisa eyelash, medipedi lebih baik Umur 21-35tahun Berpampilan rapi.  Bersedia tinggal di mess yang...
nan"
Therapist,"Therapist
Lowongan KerjaTherapistSyarat : Usia 20-27th Bersedia di Training Sabar, Ramah, Jujur, &amp; Tekun Menyukai dunia anak Memiliki waktu yg flexibel...
nan"
Therapist,"Therapist
Usia maksimal 27 tahun, Pendidikan minimal D3 Kesehatan (Perawat, Bidan), Memiliki sertifikat potensi dibidang mom/baby massage &amp; spa, Jujur dan...
nan"
Therapist,"Therapist
Kualifikasi : Usia maksimal 26 tahun Pendidikan minimal SMA/SMK/Sederajat Disiplin, rajin &amp; jujur Kreatif dan inovatif Dapat bekerja sama dengan...
nan"
It Supervisor,"It Supervisor
IT INSFRASTRUCTURE 1. Design, implement and monitor IT infrastructure technologies and solutions such as: network, server, storage, and Microsoft...
nan"
It Supervisor,"It Supervisor
REQUIREMENTS: Maximum 35 years old Minimum Bachelor Degree from Reputable University in Information Technology Minimum 3 years relevant working...
nan"
It Supervisor,"It Supervisor
Deskripsi Pekerjaan Memanage kebutuhan hardware &amp; software Maintenance hardware &amp; software Membuat perencanaan aplikasi program untuk membantu...
nan"
It Supervisor,"It Supervisor
Responsibilities :·      Developing and maintaining websites &amp; existing application·      Demonstrated the ability to solve technical...
nan"
It Supervisor,"It Supervisor
Yang harus kamu lakukan:1. Mengelola dan memonitor fungsi seluruh alat kerja yang dibutuhkan perusahaan2. Instalasi, konfigurasi, monitoring, dan...
Transportation Allowances,Health Insurance"
It Supervisor,"It Supervisor
Job Description : Installing hardware and peripherals like PC, printer, keyboards and monitor. Loading software such as operating systems, and Office...
nan"
It Supervisor,"It Supervisor
IT Supervisor Responsibilities: Installing and configuring computer systems, diagnosing hardware/software faults and solving technical problems,...
nan"
It Supervisor,"It Supervisor
JOB REQUIREMEN Min 25-40 years old Bachelor Degree (S1) IT Background Have 3th Experience in same position Physical and Psychological Healt Min.2th...
nan"
It Supervisor,"It Supervisor
REQUIREMENT:- At least Bachelor Degree in computer science or information technology- Age 28 to 33 years- 3+ years’ experience in architecting,...
nan"
It Supervisor,"It Supervisor
Bergabunglah segera bersama Team kami sekarang, hanya jika Anda :1. Ulet, kreatif, responsif, dan mau berkembang2. Memiliki kemampuan berpikir logis,...
LUNCH CATERING,HEALTH ALLOWANCE,ANNUAL BONUS ACCORDING WITH COMPANY'S AND PERSONAL PERFORMANCE"
It Supervisor,"It Supervisor
Kualifikasi : S1 Teknik Informatika atau Sistem Informasi Usia maksimal 35 tahun. Memiliki pengalaman kerja minimal 3 tahun di bidang yang sama...
nan"
It Supervisor,"It Supervisor
Kualifikasi: Maksimal Usia 35 Tahun Pendidikan Minimal S1 dibidang IT Berpengalaman di posisi yang sama minimal 3 Tahun Menguasai Program PHP,...
nan"
It Supervisor,"It Supervisor
IT SUPERVISORKUALIFIKASI Minimal S1 Tehnik Komputer/Informatika Usia 28 – 35 thn Minimal 4 Tahun dibidang IT Menguasai konsep database (SQL Server,...
nan"
It Supervisor,"It Supervisor
Job Description:1) Manage and Monitor all installed systems and infrastructure2) Proactively ensure highest level of systems and infrastructure...
nan"
It Supervisor,"It Supervisor
Requirement : Pendidikan Min. D3 IT ( Management informatika, Sistem informasi, Teknik Informasi Management ) Berpengalaman minimal 1 tahun Memiliki...
Lokasi Kerja di Kawasan Industri Pulogadung, Jakarta Timur,5 (lima) hari kerja dalam 1 (satu) minggu,Memberikan kesempatan berkarir"
It Supervisor,"It Supervisor
Requirements : Minimum Bachelor’s Degree Computer Science, Information Technology, Information System or equivalent The candidate should have at least...
medical insurance, BPJS"
It Supervisor,"It Supervisor
Kualifikasi: Maksimal Usia 35 Tahun Pendidikan Minimal S1 dibidang IT Berpengalaman di posisi yang sama minimal 3 Tahun Menguasai Program PHP,...
nan"
It Supervisor,"It Supervisor
Requirements: Active in English. Graduate at least bachelor degree in IT, SI, Computer Science, IT Management. Max 35 years old. Have experience ad IT...
nan"
It Supervisor,"It Supervisor
KUALIFIKASI Minimal S1 Tehnik Komputer/Informatika Usia 28 – 35 tahun Minimal 4 Tahun dibidang IT Menguasai konsep database (SQL Server, DB2,...
nan"
It Supervisor,"It Supervisor
Responsibilities: Documented SOP and working instruction Create report for performance, incident, and activity Research and Development Act as level 3...
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Leader Outlet,"Leader Outlet
nan
nan"
Sales Marketing Executive,"Sales Marketing Executive
Kriteria : Lulusan S1 jurusan manajemen/manajemen pemasaran Memiliki kemampuan analisis yang baik, kreatif dan inovatif Memiliki setidaknya 1 tahun...
nan"
Sales Marketing Executive,"Sales Marketing Executive
SALES &amp; MARKETING EXECUTIVE (JAKARTA) [50449] COMPANY CATEGORY:Japanese Electronics Component ManufacturingJOB SUMMARY: Contact new and existing...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Membina relasi dengan customer Berkomitment mencapai target pencapaian sales PT. LUAS BIRUS UTAMA Memberikan laporan pencapaian sales kepada Account...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Deskripsi Pekerjaan: Melakukan proses penjualan dan pemasaran produk perusahaan Berhubungan dengan unit bisnis terkait dengan penjualan produk...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Tanggung Jawab : Mencapai Target sesuai yang sudah ditentukan Memfollowup Customer yang sudah diberikan oleh Perusahaan/Management Aktif mencari...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Responsibilities :·        Develop relationship with Customers and close business deals·        Maintain and manage existing...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Responsibilities: Contact new and existing customers to discuss needs Negotiate prices and terms and prepare sales agreements Collaborate with...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Kriteria : Lulusan S1 jurusan manajemen/manajemen pemasaran Memiliki kemampuan analisis yang baik, kreatif dan inovatif Memiliki setidaknya 1 tahun...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Sales Marketing ExecutiveKualifikasi :1.   Pendidikan Minimal D3 semua jurusan (diutamakan Teknik Industri)2.   Memiliki kemampuan dibidang sales...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Job Description: Build and maintain good relationship with project or retail customer and other related parties  Negotiate on pricing, delivery and...
nan"
Sales Marketing Executive,"Sales Marketing Executive
We are the foreign Investment company with more than 20 years experience at disposable industry,Certified with International Quality and Food Safety...
THR & BPJS ( Labor and Health ),Bonus,Children Scholarship for whom has good ranks in class"
Sales Marketing Executive,"Sales Marketing Executive
Sales Marketing ExecutiveKualifikasi :1.   Pendidikan Minimal D3 semua jurusan (diutamakan Teknik Industri)2.   Memiliki kemampuan dibidang sales...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Persyaratan: Usia Maksimal 35 tahun Pengalaman Sales minimal 1 tahun (diutamakan produk F&amp;B) dengan Surat Pengalaman Kerja Minimal lulusan SMA/SMK...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Tugas dan Tanggung Jawab : Membangun channel market khusus komunitas kesehatan dan komunitas keagamaan sebagai target market dari produk - produk...
nan"
Sales Marketing Executive,"Sales Marketing Executive
Kriteria : Lulusan S1 jurusan manajemen/manajemen pemasaran Memiliki kemampuan analisis yang baik, kreatif dan inovatif Memiliki setidaknya 1 tahun...
nan"
